label,text
Politics,"LEGAL Agreement on readmission of persons residing without authorization between governments of Armenia and Austria debated   Nephew underscored US commitment to supporting Armenias efforts to advance reforms aimed at combatting corruption and strengthening the rule of law   Popularity public recognition of creators their character and public perception of activity cannot be checked or measured by any state body Deputy Minister of Justice   Azeri Court Upholds Jail Term For Karabakh Armenian   Performance appraisal system to be introduced in SRC   Tax authority should receive information on movement of taxpayers bank accounts through Central Bank according to new regulation   Hundreds were murdered mutilated  disappeared half a million became refugeesMFA   Effective mechanisms for cooperation among CIS states created in connection with documentation of persons who are subject to forced deportation   It is designed to improve customs control   Legal relations concerning filling temporary vacant positions regulated,"
Politics,"LEGAL It is proposed to replace requirement of three years of professional work experience with requirement of at least two years   It is proposed to review scope of honorary titles to be awarded   Militiamen who breached the order of military service to be criminally liable   Ambassadors visit to the International Criminal Court   It is designed to introduce a new system of remuneration in SRC based on performance evaluation   Deputies propose amendments to the law on Audit Chamber   Committee endorses legislative package regarding regulation of arms circulation in second reading   With proposed amendment in case of driving a car without CMTPLI contract citizens to be fined not  but  AMD   Standing Committee on Economic Affairs Debates Multilateral Agreement on Tax Sector   It is proposed not to charge state duty for the first three days of the vehicle maintenance by initiative,"
Politics,"LEGAL SRC Chairman Purpose of legislative initiative is expansion of framework of information necessary for tax control   Legislative initiative aimed at the rise of tax administration efficiency   Legal relations arising during holding temporarily vacant positions of tax and customs services to be regulated   It is proposed to take a unified approach to CIS participant states when documenting persons who are subject to forced deportation   In  years only  organizations have used tax privilege It is proposed to remove privilege   Committee debates protocol on readmission of persons residing without authorization between governments of RA and Austria   Political and public figures defending Armenian identity and national interests are targeted by the Armenian authoritiesRPA   Amendments to law on Medical Aid and Service of Population and to enclosed laws   Armenian Opposition Leaders Arrest Extended   Rome Statute to help Armenia involve international prosecutors to probe war crimes,"
Politics,"LEGAL  people died during Artsakh exodus Investigative Committee   RA NA President signs protocol on considering powers of judge of Constitutional Court Araik Tunyan to be ceased   The Government approves the publicprivate partnership program for the provision of biometric passports and ID cards   RA NA Presidents statement on resignation letter of judge of RA Constitutional Court   Kocharyans Corruption Trial Ends Without Verdict   Court Convicts Pashinyan Critic After His Death   Legislative initiative aimed at strengthening and continuous improvement of building integrity structures   It is proposed to turn from paper notifications to electronic notifications between the state bodies the local government bodies legal persons and individual entrepreneurs   No gain for Armenia from joining International Criminal Court Rome StatuteRussian envoy    Confirmed Dead In Karabakh Fuel Depot Blast,"
Politics,"LEGAL Central Electoral Commission to continue to monitor all phases of electoral process with initiative   The draft law on Probation Service with the enclosed package was debated in the second reading which was presented by the RA Deputy Minister of Justice Levon Balyan   Issues regarding implementation of platform for electronic signature of labor contracts debated   The quality of work of the NSS is gradually improving and the government will encourage this process in every possible way Nikol Pashinyan   RA Prime Minister to appoint and dismiss NSS Director and his deputies by legislative initiative   It is proposed to make Probation service a type of state service   Legislative amendments aimed at raising marriage age designed   Regular checking mechanisms of building integrity to be introduced in judiciallegal system   It is proposed to create a unified judicial electronic management system   The implementation of the functions is reserved to the RA Corruption Prevention Commission,"
Politics,"LEGAL A number of problems arising in practice in civil procedure to be solved workload of courts to be reduced   No One Charged Over Azeri Advance Into Armenian Border Area   The Secretary General of the Council of Europe responded to my urgent letter regarding the political prisoner Armen Ashotyan Taguhi Tovmasyan   There was a reference to the creation of a centralized online system of animal registration sterilization and effective implementation of the vaccination process   The Real Intent Behind Legal Terror Against the Khachatryan Family Statement from the Defense Team   Such treatment especially towards the parents of the fallen servicemen should have received even greater legal assessment Taguhi Tovmasyan   Armenian Azeri Prisoners Exchanged   Hayk Sargsyan Citizens who have turned  and have not completed mandatory military service will be given opportunity to be useful to state by service or by paying money   Purpose of legislative initiative is to raise the administration being implemented by tax body RA SRC Deputy Chairman   Every day matters for the lives of these prisoners Any peace agreement between Armenia and Azerbaijan must include their release,"
Politics,"LEGAL Over  Global Humanitarian Business and Political Leaders Demand Freedom of Armenian Prisoners   Executive proposes addenda to Law on State Duty   If the state has an opportunity to provide electronic proper signature for all citizens Heriknaz Tigranyan   Anahit Manasyan emphasized that the protection of the rights of persons forcibly displaced from Nagorno Karabakh is one of the priorities of her work   Initiative aimed at raising efficiency of training and special education of correctional officers   Macron commends Armenias courageous decision to join the Rome Statute   Tatoyan Foundation The mentioned data is sufficient in itself for the criminal prosecution body to initiate immediate criminal proceedings   Human rights are not mere words on paper EU says on Human Rights Day   Amendments to Law on Internal Audit Artur Manukyan noted that there is a legislative contradiction   Probation service to become a separate type of state service,"
Politics,"LEGAL How does Armenia implement judgments of the European Court Latest decisions from the Committee of Ministers published   In Armenia the policeman and the rescuer should become the most trusted people The Water Patrol Service launch in Lake Sevan   Government proposes new regulations in Criminal Criminal Procedure and Penitentiary Codes   Committee in second reading debates the draft on Amending the RA Criminal Procedure Code and the package of enclosed drafts   Goal of legislative amendments is efficient management of property being state ownership   Committee debates in second reading issue on making addenda to the law on Diplomatic Service   Law on Regulation of Arms Circulation Improved   Purpose of draft law is to ensure possibility of implementing bankruptcy proceedings electronically   Agreement on expanding the cooperation of the customs service between Armenia and India debated   Executive proposes amendments to Law on RA Citizenship,"
Politics,"LEGAL The year  has seen numerous adverse manifestations of corruption   Some legal regulations regarding certification of employees of national security bodies to be clarified   Parliament in first reading adopts amendments and addenda being proposed to the law on Diplomatic Service   New regulations to protect the ozone layer are proposed   Parliament debates candidacy of Narine Avetisyan nominated for the position of the member of the Corruption Prevention Commission   European Court Rules Against Ousted Armenian Judges   In the Republic of Armenia everyone is equal before the law and this is the political will of the Government the parliamentary majority and myself Nikol Pashinyan   Parliament debates issue of electing member of Audit Chamber   The justice is an institutional phenomenon What is not institutional is not justice it is not jurisdiction Nikol Pashinyan   PACE and national parliamentarians can play a more active role in improving the timely and effective implementation of Court judgments,"
Politics,"LEGAL The Court of Appeal has sustained detention of Artsakh Defense Army colonel Norayr Aslanyan   Citizen not to be obliged to submit anymore the CMPTLI contract to the Police for decreasing the amount of fine by the initiative   Issue of election of candidate for judge of judiciary of corruption crimes examination of AntiCorruption Chamber of Court of Cassation   It is proposed to establish a legal basis to regulate documentation relations of stateless persons   An attempt is made by the initiative to regulate the problems regarding the citizens who have not done mandatory military service   The model of formation of the Police Guard discussed with the Prime Minister   Ara Mkrtchyan Types of punishments for crime recidivism will be specified problems arising in practice will be solved   By the proposal of the Ministry of Defense the law was added with a new Article according to which the military attach on defense can have deputies and assistants Mnatsakan Safaryan   Executive proposes new regulations in Law on Protection of Ozone Layer   Armenias Fight Against Disinformation Towards a WholeofSociety Approach,"
Politics,"LEGAL RA local companies to be supplied raw material for working which will extend the production period   Committee debates amendments being designed in RA Code on Administrative Offences and the enclosed law   It is designed to review rate of state duty for motor vehicles   EU and UNDP hand over cuttingedge Virtual Reality tool to Armenian police   Committee endorses Hakob Mihranyans candidacy for the vacancy of Audit Chamber Member   The Ambassador referred to the policy of ethnic cleansing against the Armenian population of NagornoKarabakh the aggression against the sovereign territory of Armenia   NagornoKarabakh Leader Testifies In  War Probe   Transitional justice measures key to addressing legacy of human rights violations says UN expert   It is proposed to remove the problems caused by the legal practice inconsistencies to add provisions on QR code and everify system   By the governments decision the AOKS building was assigned to the State Property Management Committee,"
Politics,"LEGAL According to the international law Azerbaijan must release all hostages  report   Gegham Nazaryan How the notary will check whether the person donated the property or sold it under the name of a donation deed   Legal bases to be created for recognizing the entrepreneurs state accounting and legal persons state registration   It is proposed to create an Environmental Protection Service   Another Karabakh Armenian Charged With War Crimes In Baku   May all the children of the world live under a Peaceful sky Taguhi Tovmasyan   At OSCE Autumn Meeting issues on the importance of prevention of corruption discussed   Killer of journalist Hrant Dink freed in Turkey amid widespread criticism   Thoughts on the right of return and selfdetermination for the people of NagornoKarabakh Vartan Oskanian   The Defender presented a number of issues related to the protection of the rights of people forcibly displaced from NagornoKarabakh,"
Politics,"LEGAL Ministry of Internal Affairs to be established as an authorized body performing functions assigned to police with adoption of draft   The term of being ready of the united electronic system was set on June     Vagif Khachatryans year prison sentence handed down by Azerbaijani court amounts to a death penalty says Lemkin Institute   Arman Tatoyan Gevorg Parsyan and Arush Arushanyan are on a mission to California   Committee debates and rejects collective petition submitted by companies implementing pharmacy activities   Government presents legislative proposal to recognize invalid the tax privilege not having wide use   Residents of about  border communities and settlements by draft adoption   Statement of NA President on nomination of candidates for vacancy of judge of Court of Cassation   After adoption legal acts of city of Yerevan to be published on unified website for publication of normative legal acts   The Ambassador Makunts and Mr Leyraud exchanged opinions on the positive developments and necessary steps to be taken to further strengthen the free and fair electoral system in Armenia,"
Politics,"LEGAL Rustam Bakoyan I have sent urgent letters to my international colleagues to ensure the immediate return of Vagif Khachatryan to the Republic of Armenia   Former Karabakh Army Chief Cleared In Armenian War Probe   It is proposed to make Probation Service a separate kind of state service   The Public defenders to receive surcharge for overtime work   We drew the corapporteurs attention to the genocidal actions committed by the Azerbaijani authorities against our compatriots Taguhi Tovmasyan   The Armenian Lawyers Assembly was held in Armenia   Adoption of legislative initiative to improve fight against corruption crimes   Arman Tatoyan As long as there are armed Azerbaijani servicemen on the roads near the villages and towns of Armenia our people will continue to be in danger   Initiative regulates relations concerning application of structure of serving as an acting official   Another Armenian Government Critic Held For Social Media Post,"
Politics,"LEGAL Vagif Khachatryan was sentenced to year imprisonment after over a month of mock trailshow in Baku Spokesperson of MFA   Vagif Khachatryan abducted by Azerbaijani forces in the Lachin Corridor was sentenced to  years in prison in Baku Anahit Manasyan   CFTJ Urgent Report on Azerbaijans Detention of Armenian Political Prisoners and POWs   Further steps of Police reforms discussed at Government   Armenia nd president Robert Kocharyans son is released from prison   It is proposed to design responsibility for the organizations on the goods included in the list of names or strategic resources reserve   Ministry of Internal Affairs to set an authorized body implementing functions reserved to police by initiative    billion  million AMD has been allocated for the implementation of criminal proceedings and operative investigative activities which is about  more than in  Sasun Khachatryan   Yerevan Says Keen To Allay Russian Concerns Over International Court Treaty   Problems on recording and examination of domestic and genderbased violence cases discussed,"
Politics,"LEGAL Lawyer Maestro Sergey Smbatyan is acquitted   With the establishment of Patrol Police we want to change the quality of citizenpolice relations Nikol Pashinyan   The key goal of police reforms is to give a greater sense of protection to the citizen The Armavir regional division of the Patrol Service launched   The release of all of the detainee prisoners abducted and held hostage in Baku is a priority for all of usArman Tatoyan   Soft power is an important toolZareh Sinanyan   What is the reason that unlike before  you no longer notice and criticize the widespread violations of human rights Avetik Ishkhanyan   In meetings with my international colleagues I will continue to raise the issue of protecting the rights of Arthur ChakhoyanTaguhi Tovmasyan   Stricter measures to be imposed for building voluntary constructions   Based on the collected facts it is necessary to emphasize the grounds for holding Azerbaijan accountable for crimes committed against Armenia and ArtsakhTatoyan Foundation   State duty rate hike is designed for the RA imported and exporting goods of certain categories,"
Politics,"LEGAL Davit Khachaturyan elected judge of Criminal Chamber of Court of Cassation   Naira Hovsepyan Elected Judge of Civil Chamber of Court of Cassation   Effectiveness of authentication of notary documents to be increased additional expenses to be reduced   Government proposes addendum to Law on Customs Regulation   The executive body proposes a fifteen percent surcharge for public defenders   Quite favorable conditions to be created for acquiring RA citizenship especially for national minorities   Marina Kalyurand We are calling for a comprehensive review of the EUs relations with Azerbaijan   Circle of persons carrying out notarial acts on behalf of RA diplomatic service bodies is clarified by the initiative   Regulation aimed at protecting interests of advertisers and television companies   One unified state duty rate to be set for providing return certificate to RA,"
Politics,"LEGAL Complaint mechanism to be set for SJC decisions on bringing the judge to disciplinary action   Process of providing by right to free of charge use of the property to community noncommercial organizations is regulated   Legislative initiative aimed at raising the quality of medical services medical products being rendered within the framework of purposeful programmes   It is proposed to match existing regulations in Law on Atmospheric Air Protection and Code on Administrative Offenses   Customs control to be organized more effectively with adoption of legislative package   Armenia becomes th member state to abolish the death penalty in all circumstances   Amendments to RA Code on Administrative Offences   Minimal guarantees and conditions for use of video cameras to be fixed with proposing legal regulations   It is proposed to make unified the organizationallegal forms of the primary health care organizations   Law on Ensuring Activities of Officials Service and Social Guarantees being improved,"
Politics,"LEGAL Legislative proposal aimed at ensuring human health and preventing diseases   The persons presented the deprivations they suffered and the issues caused by the forced displacement to Anahit Manasyan and Dunja Mijatovi   State duty rates to become equivalent to administrative expenses of imported and exported goods according to legislative initiative   Fight against money laundering and terrorist financing to become more effective with legislative initiative   Fight against gambling to be tightened by legislative initiative   Anahit Manasyan hosted Dunja Mijatovi issues on the protection of the rights of forcibly displaced persons were discussed   Debate of legislative initiative postponed in order to clarify problematic provisions   Our verified evidence was presented at the UN International Court of Justice during public hearings of  October  in the case of Armenia vs AzerbaijanTatoyan Foundation   Armenian President signs into law Rome Statute ratification bill   At the UN Court they had to explain Pashinyans words so that the Azerbaijanis would not use them against us,"
Politics,"LEGAL Armenians have the blood of the Satan and Armenians are dogs that should be chased away from Karabakh and even from Armenia At the UN Court about Aliyevs hatred   You will probably hear Aliyevs tale again today demand that Aliyev report to the Court do it for your reputation Pierre dArgent   Azerbaijan should withdraw all its military and law enforcement forces from civilian settlements in NagornoKarabakh The demands of the Armenian side were presented at the UN Court   International human rights organizations must respond Anahit Manasyan   The citizen of Armenia the Armenian should feel the protection of the state of Armenia Tatoyan Foundation   Mockery of European Convention senior diplomat lambasts Azeri kangaroo court against kidnapped NagornoKarabakh man   Azerbaijans plan to ethnically cleanse NagornoKarabakh of all ethnic Armenians has now materialized Armenias representative at ICJ says   We and  citizens must not allow Pashinyan to enshrine the Azerbaijani genocide in international treaties The Hayaqve project entered the National Assembly   We should be able to solve all problems with adequate reform agenda Pashinyan attends the session dedicated to the day of the Investigative Committee   The European Court has delivered a number of judgments Gurbanov v Armenia Ghazaryan and Bayramyan v Azerbaijan,"
Politics,"LEGAL It is proposed to clarify grounds for subjecting persons to administrative arrest in customs control zones   Law on Compensation for Damages Caused to the Life or Health of Servicemen during RA Defense improved   Deputy Minister of Justice Activity of AntiCorruption Committee will be improved  a number of problems will be solved with draft   Procedure of granting RA citizenship to be facilitated by adoption of draft law   Levon Balyan  surcharge for judges of Court of General Jurisdiction of First Instance Court of Bankruptcy and Administrative Court   Draft aimed at correcting legislative gap and establishing an authorizing norm   We strongly condemn the arrests by Azerbaijan of the leaders of NagornoKarabakh Arkadi Ghukasyan Bako Sahakyan Arayik Harutyunyan Davit Ishkhanyan Ruben Vardanyan and othersMFA   Karen Tamazyan Possible risks of underdeclaration of sales turnover of circulation taxpayers will be reduced   We are talking about war crimes crimes against humanity genocideYeghishe Kirakosyan   Armenia Ratifies International Court Treaty Amid Tensions With Russia,"
Politics,"LEGAL Amendments being designed to the law on Compensation of the Damages Caused to the Life or Health of the Servicemen during the RA Defence   Armenia files discrimination lawsuit against Azerbaijan at UN Court   The provisions on applying special means by the employees of the Committee were specified   Increasing salaries of judges to have a positive effect on reform of judicial system   The Agreement is directed against those international criminals who unleashed aggression against the RA and carried out ethnic cleansing in NagornoKarabakh   Senior government official explains what ratification of Rome Statute would mean in terms of Putin arrest warrant   Ratification of Agreement to promote increasing quality and availability of universal postal services   Compulsory rules of behaviour to be set in customs control zones   Effective tax administration to be implemented with adoption of draft   EU launches project in Armenia to strengthen law enforcement and promote security sector reforms,"
Politics,"LEGAL We are concerned that such an act against students has the potential to harm the reputation of Armenia as a legal and democratic state   By pursuing a peace process based on false premises the Aliyev regime ended up setting the stage for genocideLemkin Institute   In defense of Davit Sargsyan and against his illegal arrest   Eliminating Armenian hatred necessitates more than mere verbal statements it requires the implementation of systematic and substantial practical mechanisms to address the issue effectively Anahit Manasyan   No police officer has been held accountable for the violenceThe Helsinki Committee of Armenia   Objective evidence of deep hatred towards Armenians that has been sponsored by the Azerbaijani authorities for years   We call upon the National Assembly of Armenia to ratify the Rome Statute without any reservations   Urgent Call to ActionUnfolding Genocide of Armenians in NagornoKarabakh   European Court indicates interim measures to Azerbaijan   Criminal proceedings were initiated with regard to the facts of committing genocide by the militarypolitical leadership of Azerbaijan,"
Politics,"LEGAL Armenia submits request on applying interim measures against Azerbaijan   Mathematical analysis shows that in those precincts where the number of voting participants increases the number of those voting in favor of the Civil Contract decreases Arthur Sakunts   A well administered ballot but a historically low turnout Yerevan Elections   Yerevan Elections Investigating Fraud and Voter Disproportionality   The Minister of Justice did not answer the journalists question will you arrest him if Vladimir Putin visits Armenia   The Human Rights Defender expresses grave concern about the accumulation of military equipment and armed forces by Azerbaijan on the border with Armenia and NagornoKarabakh   Legislation to give minimum guarantees and conditions for video recording by providers of medical care and service when providing medical care and service to patients   Council of Europe Congress to observe Council of Elders elections in Yerevan   A complex programme to be implemented in field of childs rights protection   Deputy Head of State Revenue Committee Cases of termination of tax obligation will be specified,"
Politics,"LEGAL Accountability measures designed for damaging the common use vehicle roads and engineering structures the violation of the order of making use of the road are tightened   Prime Minister to set procedure for the use of official delegation halls of airports in the RA by the officials their family members and foreign official delegations   Issue on Ratifying Protocol No  on Abolition of the Death Penalty in All Cases debated Abolition of the Death Penalty continues remaining one of the RA important international commitments   If you ask me the National Assembly should ratify the Rome Statute The Chair of the RA NA Standing Committee on Foreign Relations   Legal regulations of legislation regarding health sector brought into line with legislative initiative   Order of use of official delegation halls of airports in RA by official delegations and officials and their family members to be defined by Prime Ministers decision   It is expected to regulate the process of providing property to community noncommercial organizations with the right to use it free of charge   Draft with necessity of reducing the legal barriers existing for female candidates   It is proposed to specify the tax obligation termination cases   Process of changing color and shape of distinctive markings of community paid car parks to be simplified,"
Politics,"LEGAL It is proposed to impose stricter measures of administrative responsibility for voluntarily constructing buildings   In near future procedure and conditions for remote work implementation relations regarding compensation of necessary equipment materials or expenses related to their acquisition to be defined by law   Petition of Prosecutor General to be debated in extraordinary session and sitting according to legislative initiative   Committee debates draft law on Making Amendments and Addenda to Law on State Duties   Amendments in Civil Code Adoption of draft to regulate organization of real estate acquisition process from constructor   Armenias ratification of Protocol No  on Abolition of Death Penalty in All Cases to be considered most important positive progress   Legislative initiative of Government to create mechanisms to manage risks of donation transactions   Representatives of Red Cross visited three students held in Azerbaijan   Application regarding protection of rights of three persons abducted from Lachin Corridor submitted to ECHR   This act is committed with absolute arbitrariness an unlawful deprivation of a persons liberty and kidnapping a criminal act,"
Politics,"LEGAL The abduction by Azerbaijan of persons being transferred to Armenia through the mediation of international actors including the Russian Peacekeepers is condemnable and inadmissible   I shared my personal example of how together with my family I have spent nights under fire in my hometown VardenisTaguhi Tovmasyan   Application in general of any measure of restraint against Sergey Smbatyan is illegal and nonjustified   We delved into the security challenges facing Armenia and ArtsakhTaguhi Tovmasyan   This is a militarypolitical program of the Azerbaijani government with an attempt is to give it a humanitarian character to hide the new territorial ambitions and threats to the RA   Yeghishe Kirakosyan submitted to ICJ the Written Statement of Observations and Submissions on Preliminary Objections of Azerbaijan   Azerbaijan is refusing repatriation of body to her homeland for burial   Exploring the AghdamStepanakert road will legitimize Azerbaijans illegal blocking of Lachin Minister of Foreign Affairs of Artsakh   Its time for US President Biden to talk to Russian President Putin to take steps to end the genocide against Armenians Former Prosecutor of The Hague   The HRD of Azerbaijan has yet to respond to the letter RA HRD Anahit Manasyan sent a month ago,"
Politics,"LEGAL The government continues taking steps aimed at introducing the patrol service throughout the territory of the country   The government of Azerbaijan is preparing a new fascist disaster for ArmeniaTatoyan Foundation   Why dont you make demands on Russia Sakunts about letters written by Azerbaijanis to Human Rights Watch and Amnesty International   Unlawful interference with the fundamental human rights of Vagif Khachatryan by Azerbaijan is being carried out in a gross violation of international humanitarian law and international human rights law   In Azerbaijan the false concept Western Azerbaijan was created under the direction of this government   Pregnant woman suffers miscarriage in Artsakh because ambulance was unavailable due to fuel shortages   This document is a guideline that if the legal processes start in which direction they will go Ara Ghazaryan about the report of the Former Chief Prosecutor of the International Criminal Court   Azerbaijan threatens with the complete elimination of our statehood we must also have a vision of attack Grigori Ayvazyan   To say frankly I am not happy to defend the person who slandered me but Sergo Karapetyan made the right decision Serzh Sargsyan   The ad hoc report of the Human Rights Defender on the human rights violations as a result of the Azerbaijani aggression in the direction of Yeraskh settlement,"
Politics,"LEGAL Azerbaijan has caused intentional mental sufferings to mothers sisters and other family members of Armenian soldiers Tatoyan foundation   In that illfated interview I did not say that UAVs are unnecessary Davit Tonoyan about his decisions to dissolve units before the war   The shooting down of the Turkish F was possible by us but it was not done because the Russian side decided not to provoke the situation Tonoyan   Arman Tatoyan The Azerbaijani invasions of Armenia are forgotten both on international and domestic platforms This is absolutely unacceptable   We must emphasize that enabling Maestro Smbatyans unhindered international cultural engagement is crucial for upholding the esteemed reputation of the Armenian State Symphony Orchestra and the Republic of Armenia   I dont know how to interpret the verse about the fraud that has crossed all the boundaries of imagination Defender of Armen and Sergey Smbatyans   We discussed the role of the United Nations in genocide prevention and issues of cooperationArman Tatoyan   Armenia applies to ECtHR regarding the protection of Vagif Khachatryans rights   Pashinyan chairs session of the Judicial Reforms Monitoring Council took place   Main challenges of protection of human rights in field of biomedicine discussed,"
Politics,"LEGAL Issues related to the rights of conscripts are under the immediate attention of the Defender   European Court of Human Rights has reaffirmed the necessity of implementing its decision   The fact that a state is condemned by the ECtHR based on a judicial decision finding a violation of human rights is not sufficient to make a judge liable to disciplinary action   We express our deep concern over the contradictions in the external and internal agendas of reforms envisaged in various sectors in Armenia   ExPresident Robert Kocharyans property could be confiscated   Gurgen Arsenyan Bureaucratic problems often arise in connection with the extension of the weapon permit period   Yeghishe Kirakosyan The draft was not amended after being adopted in the first reading   Legislative initiative of Government regulates a number of legal issues arising in legal practice of arms circulation   Addendum to RA Law on Structure and Activities of Government   Parliament finishes work of extraordinary session,"
Politics,"LEGAL The civilized world cannot and should not tolerate such actions and disdain of the legally binding Orders of the International Court of JusticeMFA   Government proposes amendments to law on Road Transport   We call on the UN Security Council to take all steps to ensure the immediate and effective implementation of the Courts Order by AzerbaijanMFA   Issue of termination of powers of NA deputy Taguhi Tovmasyan as Chair of Standing Committee on Protection of Human Rights and Public Affairs debated   Liability designed in case of violation of requirements submitted to RA flag   This process has nothing to do with the rule of law Areresum   This is said by a person in front of whose eyes all this is happening Areresum Confrontation   The Ministry of Internal Affairs of the Republic of Armenia is actively engaged in efforts to combat online drug traffickingArpine Sargsyan   Armenian captives still held in Azerbaijan are exposed to a constant risk of torture degrading and inhuman treatment   It is designed to give legal status to two organizations,"
Politics,"LEGAL ICJ reaffirms February  ruling ordering Azerbaijan to ensure unimpeded movement in Lachin Corridor   It will be possible to fight growth of gambling more effectively with proposed legislative initiative   The person occupying the position of the Prime Minister does not have the authority to decide the issue of the territories of Armenia independently Aram Orbelyan   Read the Constitution of the Republic of Armenia it is not a long but meaningful document the reading of which is useful for everyonePashinyan   The Union of Journalists of Armenia strongly condemns the case of deliberately obstructing the work of journalists in the SJC of the Republic of Armenia without sufficient grounds   Proposed amendments to law on Childs Rights debated   The purpose of the changes in the State Protection Service is to further strengthen the service for the benefit of the Republic of Armenia and its security Nikol Pashinyan   I hope we will together realize the expectation of the citizens of Armenia to have a just state and a just society Nikol Pashinyan   If  people oppose the opinion expressed by  thousand people they will have to think long and hard about it Edgar Ghazaryan   There will be  thousand healthy forces in Armenia people who will sign Alvina Gyulumyan about HayaKve,"
Politics,"LEGAL Discussion entitled Strengthening the Voters Engagement in Armenia in Parliament   Merle Spellerberg referred to the Istanbul Convention and inquired why the RA National Assembly had not ratified until today   Citizens of Armenia and Georgia to have opportunity to cross borders on both sides with an ID card   Lilit Minasyan It is proposed to use server infrastructures for preserving data subject to reservation in electronic way by the initiative   The cases of torture continue to remain a challenge The Human Rights Defender   It is proposed to transfer certain civil cases of confiscation of money subject to Court of General Jurisdiction to jurisdiction of notaries   It is proposed to use server infrastructures for preserving the data subject to reservation in electronic way   The rates of vodka and ethyl spirit excise tax will be raised by  every year   The Defender emphasizes that any manifestation of torture and illtreatment should be excluded   The Government plans to define the concept of passenger transport service through an electronic platform,"
Politics,"LEGAL It is proposed to license entire process of explosive materials from import to exploitation   Reforms in the Police Troops will bring a new standard of public safety   he Defender specifically referred to the statesponsored Armenophobic policy of Azerbaijan which is manifested at all levels of society   Council of Europes commission against racism and intolerance notes progress but says all discrimination grounds must be covered by law hate speech tackled effectively   For about three decades the refugees problems have not been solved in our country Vilen Gabrielyan   Citizens of Armenia and Georgia to travel without an entry visa   We have to push them down from that mountain there is no other option Resident of Yeraskh   Government will soon submit Rome Statute of the International Criminal Court to the National Assembly for ratification   Prominent Armenian Oppositionist Arrested   The General Prosecutors Office should be engaged with that issue,"
Politics,"LEGAL Azerbaijans attempt to plant a flag in the territory of Armenia prevented  NSS   Anahit Sargsyan My election and my work I think will be useful for the Commission   Arpine Sargsyan Government proposes to make conceptual changes in the sphere of community police   Deputy Minister of Justice Approximation mechanisms will be introduced to check conformity of RA legislation to EU   Legislative initiative aimed at solving problem of underrepresentation of women in Council of Public Broadcaster and Regulatory State Body   I have demanded to make a public assessment on the criminal behavior of Azerbaijan and take measures towards imposing sanctions against Azerbaijan T Tovmasyan   There were  proposals from the first to the second reading and all of them were accepted   Peculiarities of paid parking landmark to be reserved to RA Government with initiative   Initiative proposes to double amount of fine in case of violation of rules of preservation and use of monuments   Parliament debates the legislative proposals on replenishing the personnel with professional readiness necessary for criminal police,"
Politics,"LEGAL It is expected to increase the safety of transportation fulfillment of the international obligations assumed by the RA   The foundations of our constitutional order are under attack not only by the enemy but also by the enemys henchmen Avetik Chalabyan   The EAJ deplores such blatant misuse of disciplinary proceedings to prevent members of the judiciary from exercising freedom of speech   According to Article  of the Constitution in case of  signatures the people have the right to come up with a legislative initiative Orbelyian   Fallen Soldiers Mother Freed After Suspend Jail Term   ICJ ruling on Azeri checkpoint in Lachin Corridor expected soon   The Defender calls on the media community of Armenia to refrain from disseminating the videos of the Armenian Prisoners of War   We have not had an investigator retiring in the last few months Hence no persons rights have been violatedDavit Khachatryan   RA Ministry of Justice to carry out checking approximation conformity on the initiative of RAEU legislations   It is proposed to increase amount of fines in case of damage to roads railway tracks and other road engineering structures,"
Politics,"LEGAL Grigor Minasyan There will be an opportunity to appeal decision of Supreme Judicial Council to subject judge to disciplinary liability   Organizations to submit reports on maintenance and service of material reserves electronically according to initiative   Armenia applies to ECtHR regarding two servicemen abducted by Azerbaijan   Candidate for judge of Civil Chamber of Court of Cassation not elected   They are constrained primarily by the Constitution Vardan Poghosyan on the decision of the Supreme Council of July   on the occasion of the statements of the representatives of the ruling power   NA debates issue of election of candidates for judges nominated for vacant position of judge of Civil Chamber of Court of Cassation   Candidates for judges of Court of Cassation elected   I announce a warning to NA deputies Hovik Aghazaryan and Artur Sargsyan There is no wish to escalate the situation   Armenian court orders freeze on assets of journalist Davit Sargsyan and outlet  Hours   It is proposed also to post the legal acts adopted by the city authorities of Yerevan in the relevant united system,"
Politics,"LEGAL US Sanctions Another Armenian Firm   Pashinian Defends Arrest Of Fallen Soldiers Mother   Arrest Of Fallen Soldiers Mother Sparks Protests In Yerevan   What did the mother of the fallen soldier allegedly do exactly to be deprived for  month of the opportunity to visit the grave of her son who gave his life to the Motherland by keeping her in custody   Legislative initiatives regulate a number of issues regarding field of bankruptcy and early expansion of activity of AntiCorruption Court   We call on the society to unite around Gayane Hakobyan   The law on Bank Secrecy in many cases does not allow to obtain complete information about loans and borrowers Vahan Kerobyan   Draft concerning amendments being proposed to the law on Narcotic Drugs and Psychotropic Substances is not endorsed at the committee sitting   Armenian civil society condemns the extension of Grigory Khachaturovs detention and calls for his immediate release   It is proposed to transfer  from the alienation of the plots of land being state property to the community budget,"
